"","longitude","latitude","examined","positive","prev","alt","temp","prec","hum","pop","dist_aqua"
"305",36.3903,-15.1497,121,59,0.487603305785124,690,30.1272144317627,97.1833343505859,66.8333358764648,17.6041374206543,40.3610000610352
"306",36.4109,-18.6272,10,2,0.2,10,30.9020595550537,100.133331298828,78.3583297729492,71.8414993286133,1.91100001335144
"307",36.46,-18.5862,15,1,0.0666666666666667,8,30.6820831298828,100.133331298828,78.3583297729492,221.623016357422,1.04100000858307
"308",36.5337,-14.8005,13,2,0.153846153846154,586,31.6150379180908,81.1166687011719,64.9916687011719,134.619369506836,6.38500022888184
"309",36.5346,-14.8123,18,0,0,585,31.6150379180908,81.1166687011719,64.9916687011719,104.34839630127,6.78000020980835
"310",36.5466,-14.7904,11,2,0.181818181818182,567,31.583251953125,81.1166687011719,64.9916687011719,76.8385238647461,7.82999992370605
"311",36.5531,-14.7976,15,4,0.266666666666667,572,31.4547672271729,81.1166687011719,64.9916687011719,113.151359558105,8.52099990844727
"312",36.6138,-15.143,83,44,0.530120481927711,602,31.0519847869873,93.2750015258789,66.5,67.4835739135742,38.0089988708496
"313",36.6542,-13.3488,10,1,0.1,609,29.9227867126465,95.8249969482422,67.9583358764648,0.672574996948242,19.1909999847412
"314",36.7942,-17.8717,127,88,0.692913385826772,5,31.1125564575195,113.141670227051,78.3916702270508,42.9327545166016,0.398999989032745
"315",36.8016,-15.177,8,4,0.5,697,30.4989585876465,105.058334350586,68.0583343505859,64.5709533691406,37.9029998779297
"316",36.8176,-18.0298,102,77,0.754901960784314,10,30.7952899932861,112.541664123535,78.591667175293,106.258399963379,1.15199995040894
"317",36.8494,-14.7894,104,57,0.548076923076923,537,31.4823360443115,83.3249969482422,66,9.23043632507324,1.61699998378754
"318",36.8792,-17.8703,6,0,0,7,31.015645980835,120.316665649414,78.783332824707,3489.88696289062,0.966000020503998
"319",36.8792,-17.8619,7,1,0.142857142857143,6,31.015645980835,120.316665649414,78.783332824707,3145.96557617188,1.78100001811981
"320",36.8891,-17.8636,7,0,0,7,31.015645980835,120.316665649414,78.783332824707,3326.0302734375,2.1029999256134
"321",36.9034,-17.8718,18,2,0.111111111111111,8,31.015645980835,120.316665649414,78.783332824707,3082.861328125,0.944999992847443
"322",36.9149,-17.8642,18,1,0.0555555555555556,8,31.015645980835,120.316665649414,78.783332824707,1617.60925292969,1.84899997711182
"323",36.9164,-14.2056,10,4,0.4,591,30.9299907684326,87.8499984741211,66.1666641235352,27.0756378173828,13.701000213623
"324",36.9497,-16.6903,7,6,0.857142857142857,174,31.8112182617188,103.633331298828,75.1999969482422,10.4021253585815,4.45800018310547
